mechanism,C,E0,tau,k,q_n,q_B,V_B,Delta_m,V_B_over_2Dm_B,V_B_vs_cal_pct,has_metastability
A2,100.0000,8.8200,2.00,1.00,0.3348,0.2518,0.0174,8.3032,0.0067,-99.33,True
A2,100.0000,8.8200,2.00,2.00,0.3927,0.2235,0.1637,7.6201,0.0633,-93.70,True
A2,100.0000,8.8200,5.00,0.00,,,,,,,False
A2,100.0000,8.8200,5.00,1.00,0.3353,0.2241,0.0875,7.5281,0.0338,-96.64,True
A2,100.0000,8.8200,5.00,2.00,0.3927,0.1945,0.5676,5.8202,0.2194,-78.17,True
A2,100.0000,8.8200,10.00,0.00,,,,,,,False
A2,100.0000,8.8200,10.00,1.00,0.3355,0.2007,0.2687,6.2364,0.1039,-89.67,True
A2,100.0000,8.8200,10.00,2.00,0.3927,0.1679,1.4532,2.8205,0.5618,-44.11,True
A2,100.0000,8.8200,20.00,0.00,,,,,,,False
A2,100.0000,8.8200,20.00,1.00,0.3356,0.1735,0.7932,3.6529,0.3066,-69.49,True
A2,100.0000,8.8200,20.00,2.00,0.3927,0.1319,3.7827,-3.1791,1.4624,45.49,True
A3,0.1000,0.0088,0.50,0.00,,,,,,,False
A3,0.1000,0.0088,0.50,1.00,0.3339,,,,,,False
A3,0.1000,0.0088,0.50,2.00,0.3920,,,,,,False
A3,0.1000,0.0088,1.00,0.00,,,,,,,False
A3,0.1000,0.0088,1.00,1.00,0.3348,,,,,,False
A3,0.1000,0.0088,1.00,2.00,0.3924,,,,,,False
A3,0.1000,0.0088,2.00,0.00,,,,,,,False
A3,0.1000,0.0088,2.00,1.00,0.3352,,,,,,False
A3,0.1000,0.0088,2.00,2.00,0.3925,,,,,,False
A3,0.1000,0.0088,5.00,0.00,,,,,,,False
A3,0.1000,0.0088,5.00,1.00,0.3355,,,,,,False
A3,0.1000,0.0088,5.00,2.00,0.3926,,,,,,False
A3,0.1000,0.0088,10.00,0.00,,,,,,,False
A3,0.1000,0.0088,10.00,1.00,0.3356,,,,,,False
A3,0.1000,0.0088,10.00,2.00,0.3927,,,,,,False
A3,0.1000,0.0088,20.00,0.00,,,,,,,False
A3,0.1000,0.0088,20.00,1.00,0.3356,,,,,,False
A3,0.1000,0.0088,20.00,2.00,0.3927,,,,,,False
A3,0.1438,0.0127,0.50,0.00,,,,,,,False
A3,0.1438,0.0127,0.50,1.00,0.3332,,,,,,False
A3,0.1438,0.0127,0.50,2.00,0.3917,,,,,,False
A3,0.1438,0.0127,1.00,0.00,,,,,,,False
A3,0.1438,0.0127,1.00,1.00,0.3344,,,,,,False
A3,0.1438,0.0127,1.00,2.00,0.3922,,,,,,False
A3,0.1438,0.0127,2.00,0.00,,,,,,,False
A3,0.1438,0.0127,2.00,1.00,0.3350,,,,,,False
A3,0.1438,0.0127,2.00,2.00,0.3925,,,,,,False
A3,0.1438,0.0127,5.00,0.00,,,,,,,False
A3,0.1438,0.0127,5.00,1.00,0.3354,,,,,,False
A3,0.1438,0.0127,5.00,2.00,0.3926,,,,,,False
A3,0.1438,0.0127,10.00,0.00,,,,,,,False
A3,0.1438,0.0127,10.00,1.00,0.3355,,,,,,False
A3,0.1438,0.0127,10.00,2.00,0.3927,,,,,,False
A3,0.1438,0.0127,20.00,0.00,,,,,,,False
A3,0.1438,0.0127,20.00,1.00,0.3356,,,,,,False
A3,0.1438,0.0127,20.00,2.00,0.3927,,,,,,False
A3,0.2069,0.0182,0.50,0.00,,,,,,,False
A3,0.2069,0.0182,0.50,1.00,0.3320,,,,,,False
A3,0.2069,0.0182,0.50,2.00,0.3913,,,,,,False
A3,0.2069,0.0182,1.00,0.00,,,,,,,False
A3,0.2069,0.0182,1.00,1.00,0.3339,,,,,,False
A3,0.2069,0.0182,1.00,2.00,0.3920,,,,,,False
A3,0.2069,0.0182,2.00,0.00,,,,,,,False
A3,0.2069,0.0182,2.00,1.00,0.3348,,,,,,False
A3,0.2069,0.0182,2.00,2.00,0.3924,,,,,,False
A3,0.2069,0.0182,5.00,0.00,,,,,,,False
A3,0.2069,0.0182,5.00,1.00,0.3353,,,,,,False
A3,0.2069,0.0182,5.00,2.00,0.3926,,,,,,False
A3,0.2069,0.0182,10.00,0.00,,,,,,,False
A3,0.2069,0.0182,10.00,1.00,0.3355,,,,,,False
A3,0.2069,0.0182,10.00,2.00,0.3926,,,,,,False
A3,0.2069,0.0182,20.00,0.00,,,,,,,False
A3,0.2069,0.0182,20.00,1.00,0.3356,,,,,,False
A3,0.2069,0.0182,20.00,2.00,0.3927,,,,,,False
A3,0.2976,0.0263,0.50,0.00,,,,,,,False
A3,0.2976,0.0263,0.50,1.00,0.3304,,,,,,False
A3,0.2976,0.0263,0.50,2.00,0.3906,,,,,,False
A3,0.2976,0.0263,1.00,0.00,,,,,,,False
A3,0.2976,0.0263,1.00,1.00,0.3331,,,,,,False
A3,0.2976,0.0263,1.00,2.00,0.3917,,,,,,False
A3,0.2976,0.0263,2.00,0.00,,,,,,,False
A3,0.2976,0.0263,2.00,1.00,0.3344,,,,,,False
A3,0.2976,0.0263,2.00,2.00,0.3922,,,,,,False
A3,0.2976,0.0263,5.00,0.00,,,,,,,False
A3,0.2976,0.0263,5.00,1.00,0.3351,,,,,,False
A3,0.2976,0.0263,5.00,2.00,0.3925,,,,,,False
A3,0.2976,0.0263,10.00,0.00,,,,,,,False
A3,0.2976,0.0263,10.00,1.00,0.3354,,,,,,False
A3,0.2976,0.0263,10.00,2.00,0.3926,,,,,,False
A3,0.2976,0.0263,20.00,0.00,,,,,,,False
A3,0.2976,0.0263,20.00,1.00,0.3355,,,,,,False
A3,0.2976,0.0263,20.00,2.00,0.3927,,,,,,False
A3,0.4281,0.0378,0.50,0.00,,,,,,,False
A3,0.4281,0.0378,0.50,1.00,0.3280,,,,,,False
A3,0.4281,0.0378,0.50,2.00,0.3897,,,,,,False
A3,0.4281,0.0378,1.00,0.00,,,,,,,False
A3,0.4281,0.0378,1.00,1.00,0.3319,,,,,,False
A3,0.4281,0.0378,1.00,2.00,0.3912,,,,,,False
A3,0.4281,0.0378,2.00,0.00,,,,,,,False
A3,0.4281,0.0378,2.00,1.00,0.3338,,,,,,False
A3,0.4281,0.0378,2.00,2.00,0.3920,,,,,,False
A3,0.4281,0.0378,5.00,0.00,,,,,,,False
A3,0.4281,0.0378,5.00,1.00,0.3349,,,,,,False
A3,0.4281,0.0378,5.00,2.00,0.3924,,,,,,False
A3,0.4281,0.0378,10.00,0.00,,,,,,,False
A3,0.4281,0.0378,10.00,1.00,0.3353,,,,,,False
A3,0.4281,0.0378,10.00,2.00,0.3926,,,,,,False
A3,0.4281,0.0378,20.00,0.00,,,,,,,False
A3,0.4281,0.0378,20.00,1.00,0.3355,,,,,,False
A3,0.4281,0.0378,20.00,2.00,0.3926,,,,,,False
A3,0.6158,0.0543,0.50,0.00,,,,,,,False
A3,0.6158,0.0543,0.50,1.00,0.3243,,,,,,False
A3,0.6158,0.0543,0.50,2.00,0.3884,,,,,,False
A3,0.6158,0.0543,1.00,0.00,,,,,,,False
A3,0.6158,0.0543,1.00,1.00,0.3302,,,,,,False
A3,0.6158,0.0543,1.00,2.00,0.3906,,,,,,False
A3,0.6158,0.0543,2.00,0.00,,,,,,,False
A3,0.6158,0.0543,2.00,1.00,0.3330,,,,,,False
A3,0.6158,0.0543,2.00,2.00,0.3916,,,,,,False
A3,0.6158,0.0543,5.00,0.00,,,,,,,False
A3,0.6158,0.0543,5.00,1.00,0.3346,,,,,,False
A3,0.6158,0.0543,5.00,2.00,0.3923,,,,,,False
A3,0.6158,0.0543,10.00,0.00,,,,,,,False
A3,0.6158,0.0543,10.00,1.00,0.3351,,,,,,False
A3,0.6158,0.0543,10.00,2.00,0.3925,,,,,,False
A3,0.6158,0.0543,20.00,0.00,,,,,,,False
A3,0.6158,0.0543,20.00,1.00,0.3354,,,,,,False
A3,0.6158,0.0543,20.00,2.00,0.3926,,,,,,False
A3,0.8859,0.0781,0.50,0.00,,,,,,,False
A3,0.8859,0.0781,0.50,1.00,0.3185,,,,,,False
A3,0.8859,0.0781,0.50,2.00,0.3864,,,,,,False
A3,0.8859,0.0781,1.00,0.00,,,,,,,False
A3,0.8859,0.0781,1.00,1.00,0.3277,,,,,,False
A3,0.8859,0.0781,1.00,2.00,0.3896,,,,,,False
A3,0.8859,0.0781,2.00,0.00,,,,,,,False
A3,0.8859,0.0781,2.00,1.00,0.3318,,,,,,False
A3,0.8859,0.0781,2.00,2.00,0.3912,,,,,,False
A3,0.8859,0.0781,5.00,0.00,,,,,,,False
A3,0.8859,0.0781,5.00,1.00,0.3341,,,,,,False
A3,0.8859,0.0781,5.00,2.00,0.3921,,,,,,False
A3,0.8859,0.0781,10.00,0.00,,,,,,,False
A3,0.8859,0.0781,10.00,1.00,0.3349,,,,,,False
A3,0.8859,0.0781,10.00,2.00,0.3924,,,,,,False
A3,0.8859,0.0781,20.00,0.00,,,,,,,False
A3,0.8859,0.0781,20.00,1.00,0.3353,,,,,,False
A3,0.8859,0.0781,20.00,2.00,0.3926,,,,,,False
A3,1.2743,0.1124,0.50,0.00,,,,,,,False
A3,1.2743,0.1124,0.50,1.00,0.3089,0.1061,0.0182,-0.0266,0.0070,-99.30,True
A3,1.2743,0.1124,0.50,2.00,0.3834,,,,,,False
A3,1.2743,0.1124,1.00,0.00,,,,,,,False
A3,1.2743,0.1124,1.00,1.00,0.3238,,,,,,False
A3,1.2743,0.1124,1.00,2.00,0.3882,,,,,,False
A3,1.2743,0.1124,2.00,0.00,,,,,,,False
A3,1.2743,0.1124,2.00,1.00,0.3300,,,,,,False
A3,1.2743,0.1124,2.00,2.00,0.3905,,,,,,False
A3,1.2743,0.1124,5.00,0.00,,,,,,,False
A3,1.2743,0.1124,5.00,1.00,0.3335,,,,,,False
A3,1.2743,0.1124,5.00,2.00,0.3918,,,,,,False
A3,1.2743,0.1124,10.00,0.00,,,,,,,False
A3,1.2743,0.1124,10.00,1.00,0.3346,,,,,,False
A3,1.2743,0.1124,10.00,2.00,0.3923,,,,,,False
A3,1.2743,0.1124,20.00,0.00,,,,,,,False
A3,1.2743,0.1124,20.00,1.00,0.3351,,,,,,False
A3,1.2743,0.1124,20.00,2.00,0.3925,,,,,,False
A3,1.8330,0.1617,0.50,0.00,,,,,,,False
A3,1.8330,0.1617,0.50,1.00,0.2906,0.1602,0.0053,0.0177,0.0021,-99.80,True
A3,1.8330,0.1617,0.50,2.00,0.3789,,,,,,False
A3,1.8330,0.1617,1.00,0.00,,,,,,,False
A3,1.8330,0.1617,1.00,1.00,0.3178,,,,,,False
A3,1.8330,0.1617,1.00,2.00,0.3861,,,,,,False
A3,1.8330,0.1617,2.00,0.00,,,,,,,False
A3,1.8330,0.1617,2.00,1.00,0.3274,,,,,,False
A3,1.8330,0.1617,2.00,2.00,0.3895,,,,,,False
A3,1.8330,0.1617,5.00,0.00,,,,,,,False
A3,1.8330,0.1617,5.00,1.00,0.3325,,,,,,False
A3,1.8330,0.1617,5.00,2.00,0.3914,,,,,,False
A3,1.8330,0.1617,10.00,0.00,,,,,,,False
A3,1.8330,0.1617,10.00,1.00,0.3341,,,,,,False
A3,1.8330,0.1617,10.00,2.00,0.3921,,,,,,False
A3,1.8330,0.1617,20.00,0.00,,,,,,,False
A3,1.8330,0.1617,20.00,1.00,0.3349,,,,,,False
A3,1.8330,0.1617,20.00,2.00,0.3924,,,,,,False
A3,2.6367,0.2326,0.50,0.00,,,,,,,False
A3,2.6367,0.2326,0.50,1.00,0.0162,,,,,,False
A3,2.6367,0.2326,0.50,2.00,0.3719,0.1028,0.0664,-0.0823,0.0257,-97.45,True
A3,2.6367,0.2326,1.00,0.00,,,,,,,False
A3,2.6367,0.2326,1.00,1.00,0.3077,0.1113,0.0335,-0.0462,0.0130,-98.71,True
A3,2.6367,0.2326,1.00,2.00,0.3831,,,,,,False
A3,2.6367,0.2326,2.00,0.00,,,,,,,False
A3,2.6367,0.2326,2.00,1.00,0.3234,,,,,,False
A3,2.6367,0.2326,2.00,2.00,0.3880,,,,,,False
A3,2.6367,0.2326,5.00,0.00,,,,,,,False
A3,2.6367,0.2326,5.00,1.00,0.3310,,,,,,False
A3,2.6367,0.2326,5.00,2.00,0.3909,,,,,,False
A3,2.6367,0.2326,10.00,0.00,,,,,,,False
A3,2.6367,0.2326,10.00,1.00,0.3334,,,,,,False
A3,2.6367,0.2326,10.00,2.00,0.3918,,,,,,False
A3,2.6367,0.2326,20.00,0.00,,,,,,,False
A3,2.6367,0.2326,20.00,1.00,0.3345,,,,,,False
A3,2.6367,0.2326,20.00,2.00,0.3923,,,,,,False
A3,3.7927,0.3345,0.50,0.00,,,,,,,False
A3,3.7927,0.3345,0.50,1.00,0.0111,,,,,,False
A3,3.7927,0.3345,0.50,2.00,0.3603,0.1496,0.0344,0.0126,0.0133,-98.68,True
A3,3.7927,0.3345,1.00,0.00,,,,,,,False
A3,3.7927,0.3345,1.00,1.00,0.2879,0.1658,0.0088,0.0455,0.0034,-99.66,True
A3,3.7927,0.3345,1.00,2.00,0.3784,,,,,,False
A3,3.7927,0.3345,2.00,0.00,,,,,,,False
A3,3.7927,0.3345,2.00,1.00,0.3170,,,,,,False
A3,3.7927,0.3345,2.00,2.00,0.3859,,,,,,False
A3,3.7927,0.3345,5.00,0.00,,,,,,,False
A3,3.7927,0.3345,5.00,1.00,0.3289,,,,,,False
A3,3.7927,0.3345,5.00,2.00,0.3901,,,,,,False
A3,3.7927,0.3345,10.00,0.00,,,,,,,False
A3,3.7927,0.3345,10.00,1.00,0.3324,,,,,,False
A3,3.7927,0.3345,10.00,2.00,0.3914,,,,,,False
A3,3.7927,0.3345,20.00,0.00,,,,,,,False
A3,3.7927,0.3345,20.00,1.00,0.3340,,,,,,False
A3,3.7927,0.3345,20.00,2.00,0.3921,,,,,,False
A3,5.4556,0.4812,0.50,0.00,,,,,,,False
A3,5.4556,0.4812,0.50,1.00,,,,,,,False
A3,5.4556,0.4812,0.50,2.00,0.3378,0.2025,0.0094,0.1482,0.0036,-99.64,True
A3,5.4556,0.4812,1.00,0.00,,,,,,,False
A3,5.4556,0.4812,1.00,1.00,0.0157,,,,,,False
A3,5.4556,0.4812,1.00,2.00,0.3711,0.1075,0.1262,-0.1496,0.0488,-95.14,True
A3,5.4556,0.4812,2.00,0.00,,,,,,,False
A3,5.4556,0.4812,2.00,1.00,0.3064,0.1164,0.0616,-0.0778,0.0238,-97.63,True
A3,5.4556,0.4812,2.00,2.00,0.3827,,,,,,False
A3,5.4556,0.4812,5.00,0.00,,,,,,,False
A3,5.4556,0.4812,5.00,1.00,0.3257,,,,,,False
A3,5.4556,0.4812,5.00,2.00,0.3889,,,,,,False
A3,5.4556,0.4812,10.00,0.00,,,,,,,False
A3,5.4556,0.4812,10.00,1.00,0.3309,,,,,,False
A3,5.4556,0.4812,10.00,2.00,0.3908,,,,,,False
A3,5.4556,0.4812,20.00,0.00,,,,,,,False
A3,5.4556,0.4812,20.00,1.00,0.3333,,,,,,False
