mechanism,C,E0,tau,k,q_n,q_B,V_B,Delta_m,V_B_over_2Dm_B,V_B_vs_cal_pct,has_metastability
A2,23.9474,2.1122,1.50,0.00,,,,,,,False
A2,23.9474,2.1122,1.50,1.00,0.3354,0.2168,0.0304,1.7246,0.0117,-98.83,True
A2,23.9474,2.1122,2.00,0.00,,,,,,,False
A2,23.9474,2.1122,2.00,1.00,0.3354,0.2071,0.0483,1.5954,0.0187,-98.14,True
A2,23.9474,2.1122,2.50,0.00,,,,,,,False
A2,23.9474,2.1122,2.50,1.00,0.3355,0.1992,0.0689,1.4663,0.0266,-97.35,True
A2,23.9474,2.1122,3.00,0.00,,,,,,,False
A2,23.9474,2.1122,3.00,1.00,0.3355,0.1924,0.0917,1.3371,0.0355,-96.47,True
A2,23.9474,2.1122,3.50,0.00,,,,,,,False
A2,23.9474,2.1122,3.50,1.00,0.3355,0.1865,0.1167,1.2079,0.0451,-95.51,True
A2,23.9474,2.1122,4.00,0.00,,,,,,,False
A2,23.9474,2.1122,4.00,1.00,0.3355,0.1811,0.1437,1.0787,0.0555,-94.47,True
A2,23.9474,2.1122,4.50,0.00,,,,,,,False
A2,23.9474,2.1122,4.50,1.00,0.3356,0.1762,0.1725,0.9496,0.0667,-93.37,True
A2,23.9474,2.1122,5.00,0.00,,,,,,,False
A2,23.9474,2.1122,5.00,1.00,0.3356,0.1716,0.2030,0.8204,0.0785,-92.19,True
A2,26.3158,2.3211,0.50,0.00,,,,,,,False
A2,26.3158,2.3211,0.50,1.00,0.3347,0.2532,0.0042,2.1918,0.0016,-99.84,True
A2,26.3158,2.3211,1.00,0.00,,,,,,,False
A2,26.3158,2.3211,1.00,1.00,0.3352,0.2327,0.0145,2.0627,0.0056,-99.44,True
A2,26.3158,2.3211,1.50,0.00,,,,,,,False
A2,26.3158,2.3211,1.50,1.00,0.3354,0.2199,0.0286,1.9335,0.0111,-98.90,True
A2,26.3158,2.3211,2.00,0.00,,,,,,,False
A2,26.3158,2.3211,2.00,1.00,0.3354,0.2103,0.0456,1.8043,0.0176,-98.24,True
A2,26.3158,2.3211,2.50,0.00,,,,,,,False
A2,26.3158,2.3211,2.50,1.00,0.3355,0.2026,0.0652,1.6752,0.0252,-97.49,True
A2,26.3158,2.3211,3.00,0.00,,,,,,,False
A2,26.3158,2.3211,3.00,1.00,0.3355,0.1960,0.0869,1.5460,0.0336,-96.66,True
A2,26.3158,2.3211,3.50,0.00,,,,,,,False
A2,26.3158,2.3211,3.50,1.00,0.3355,0.1902,0.1107,1.4168,0.0428,-95.74,True
A2,26.3158,2.3211,4.00,0.00,,,,,,,False
A2,26.3158,2.3211,4.00,1.00,0.3355,0.1849,0.1364,1.2876,0.0527,-94.76,True
A2,26.3158,2.3211,4.50,0.00,,,,,,,False
A2,26.3158,2.3211,4.50,1.00,0.3355,0.1801,0.1637,1.1585,0.0633,-93.70,True
A2,26.3158,2.3211,5.00,0.00,,,,,,,False
A2,26.3158,2.3211,5.00,1.00,0.3356,0.1757,0.1928,1.0293,0.0745,-92.58,True
A2,28.6842,2.5299,0.50,0.00,,,,,,,False
A2,28.6842,2.5299,0.50,1.00,0.3347,0.2557,0.0038,2.4007,0.0015,-99.85,True
A2,28.6842,2.5299,1.00,0.00,,,,,,,False
A2,28.6842,2.5299,1.00,1.00,0.3352,0.2353,0.0136,2.2716,0.0053,-99.48,True
A2,28.6842,2.5299,1.50,0.00,,,,,,,False
A2,28.6842,2.5299,1.50,1.00,0.3353,0.2227,0.0270,2.1424,0.0104,-98.96,True
A2,28.6842,2.5299,2.00,0.00,,,,,,,False
A2,28.6842,2.5299,2.00,1.00,0.3354,0.2132,0.0433,2.0132,0.0167,-98.34,True
A2,28.6842,2.5299,2.50,0.00,,,,,,,False
A2,28.6842,2.5299,2.50,1.00,0.3355,0.2056,0.0619,1.8840,0.0239,-97.62,True
A2,28.6842,2.5299,3.00,0.00,,,,,,,False
A2,28.6842,2.5299,3.00,1.00,0.3355,0.1991,0.0827,1.7549,0.0320,-96.82,True
A2,28.6842,2.5299,3.50,0.00,,,,,,,False
A2,28.6842,2.5299,3.50,1.00,0.3355,0.1934,0.1054,1.6257,0.0408,-95.94,True
A2,28.6842,2.5299,4.00,0.00,,,,,,,False
A2,28.6842,2.5299,4.00,1.00,0.3355,0.1883,0.1299,1.4965,0.0502,-95.00,True
A2,28.6842,2.5299,4.50,0.00,,,,,,,False
A2,28.6842,2.5299,4.50,1.00,0.3355,0.1837,0.1561,1.3673,0.0604,-94.00,True
A2,28.6842,2.5299,5.00,0.00,,,,,,,False
A2,28.6842,2.5299,5.00,1.00,0.3356,0.1794,0.1839,1.2382,0.0711,-92.93,True
A2,31.0526,2.7388,0.50,0.00,,,,,,,False
A2,31.0526,2.7388,0.50,1.00,0.3346,0.2580,0.0036,2.6096,0.0014,-99.86,True
A2,31.0526,2.7388,1.00,0.00,,,,,,,False
A2,31.0526,2.7388,1.00,1.00,0.3351,0.2377,0.0128,2.4805,0.0050,-99.51,True
A2,31.0526,2.7388,1.50,0.00,,,,,,,False
A2,31.0526,2.7388,1.50,1.00,0.3353,0.2252,0.0256,2.3513,0.0099,-99.01,True
A2,31.0526,2.7388,2.00,0.00,,,,,,,False
A2,31.0526,2.7388,2.00,1.00,0.3354,0.2159,0.0412,2.2221,0.0159,-98.42,True
A2,31.0526,2.7388,2.50,0.00,,,,,,,False
A2,31.0526,2.7388,2.50,1.00,0.3354,0.2084,0.0591,2.0929,0.0228,-97.73,True
A2,31.0526,2.7388,3.00,0.00,,,,,,,False
A2,31.0526,2.7388,3.00,1.00,0.3355,0.2020,0.0790,1.9638,0.0305,-96.96,True
A2,31.0526,2.7388,3.50,0.00,,,,,,,False
A2,31.0526,2.7388,3.50,1.00,0.3355,0.1964,0.1008,1.8346,0.0390,-96.12,True
A2,31.0526,2.7388,4.00,0.00,,,,,,,False
A2,31.0526,2.7388,4.00,1.00,0.3355,0.1914,0.1243,1.7054,0.0480,-95.22,True
A2,31.0526,2.7388,4.50,0.00,,,,,,,False
A2,31.0526,2.7388,4.50,1.00,0.3355,0.1868,0.1494,1.5762,0.0577,-94.26,True
A2,31.0526,2.7388,5.00,0.00,,,,,,,False
A2,31.0526,2.7388,5.00,1.00,0.3355,0.1826,0.1760,1.4471,0.0680,-93.23,True
A2,33.4211,2.9477,0.50,0.00,,,,,,,False
A2,33.4211,2.9477,0.50,1.00,0.3345,0.2601,0.0033,2.8185,0.0013,-99.87,True
A2,33.4211,2.9477,1.00,0.00,,,,,,,False
A2,33.4211,2.9477,1.00,1.00,0.3351,0.2399,0.0121,2.6893,0.0047,-99.53,True
A2,33.4211,2.9477,1.50,0.00,,,,,,,False
A2,33.4211,2.9477,1.50,1.00,0.3353,0.2275,0.0244,2.5602,0.0094,-99.06,True
A2,33.4211,2.9477,2.00,0.00,,,,,,,False
A2,33.4211,2.9477,2.00,1.00,0.3354,0.2183,0.0393,2.4310,0.0152,-98.49,True
A2,33.4211,2.9477,2.50,0.00,,,,,,,False
A2,33.4211,2.9477,2.50,1.00,0.3354,0.2109,0.0565,2.3018,0.0218,-97.83,True
A2,33.4211,2.9477,3.00,0.00,,,,,,,False
A2,33.4211,2.9477,3.00,1.00,0.3355,0.2046,0.0756,2.1727,0.0292,-97.09,True
A2,33.4211,2.9477,3.50,0.00,,,,,,,False
A2,33.4211,2.9477,3.50,1.00,0.3355,0.1991,0.0966,2.0435,0.0373,-96.29,True
A2,33.4211,2.9477,4.00,0.00,,,,,,,False
A2,33.4211,2.9477,4.00,1.00,0.3355,0.1942,0.1192,1.9143,0.0461,-95.42,True
A2,33.4211,2.9477,4.50,0.00,,,,,,,False
A2,33.4211,2.9477,4.50,1.00,0.3355,0.1897,0.1433,1.7851,0.0554,-94.49,True
A2,33.4211,2.9477,5.00,0.00,,,,,,,False
A2,33.4211,2.9477,5.00,1.00,0.3355,0.1856,0.1689,1.6560,0.0653,-93.50,True
A2,35.7895,3.1566,0.50,0.00,,,,,,,False
A2,35.7895,3.1566,0.50,1.00,0.3344,0.2621,0.0031,3.0274,0.0012,-99.88,True
A2,35.7895,3.1566,1.00,0.00,,,,,,,False
A2,35.7895,3.1566,1.00,1.00,0.3350,0.2419,0.0115,2.8982,0.0045,-99.56,True
A2,35.7895,3.1566,1.50,0.00,,,,,,,False
A2,35.7895,3.1566,1.50,1.00,0.3352,0.2296,0.0233,2.7691,0.0090,-99.10,True
A2,35.7895,3.1566,2.00,0.00,,,,,,,False
A2,35.7895,3.1566,2.00,1.00,0.3353,0.2205,0.0376,2.6399,0.0145,-98.55,True
A2,35.7895,3.1566,2.50,0.00,,,,,,,False
A2,35.7895,3.1566,2.50,1.00,0.3354,0.2132,0.0542,2.5107,0.0209,-97.92,True
A2,35.7895,3.1566,3.00,0.00,,,,,,,False
A2,35.7895,3.1566,3.00,1.00,0.3354,0.2070,0.0726,2.3815,0.0281,-97.21,True
A2,35.7895,3.1566,3.50,0.00,,,,,,,False
A2,35.7895,3.1566,3.50,1.00,0.3355,0.2015,0.0928,2.2524,0.0359,-96.43,True
A2,35.7895,3.1566,4.00,0.00,,,,,,,False
A2,35.7895,3.1566,4.00,1.00,0.3355,0.1967,0.1146,2.1232,0.0443,-95.59,True
A2,35.7895,3.1566,4.50,0.00,,,,,,,False
A2,35.7895,3.1566,4.50,1.00,0.3355,0.1923,0.1379,1.9940,0.0533,-94.70,True
A2,35.7895,3.1566,5.00,0.00,,,,,,,False
A2,35.7895,3.1566,5.00,1.00,0.3355,0.1883,0.1626,1.8648,0.0629,-93.75,True
A2,38.1579,3.3655,0.50,0.00,,,,,,,False
A2,38.1579,3.3655,0.50,1.00,0.3343,0.2639,0.0029,3.2363,0.0011,-99.89,True
A2,38.1579,3.3655,1.00,0.00,,,,,,,False
A2,38.1579,3.3655,1.00,1.00,0.3350,0.2438,0.0109,3.1071,0.0042,-99.58,True
A2,38.1579,3.3655,1.50,0.00,,,,,,,False
A2,38.1579,3.3655,1.50,1.00,0.3352,0.2316,0.0223,2.9780,0.0086,-99.14,True
A2,38.1579,3.3655,2.00,0.00,,,,,,,False
A2,38.1579,3.3655,2.00,1.00,0.3353,0.2226,0.0361,2.8488,0.0140,-98.61,True
A2,38.1579,3.3655,2.50,0.00,,,,,,,False
A2,38.1579,3.3655,2.50,1.00,0.3354,0.2153,0.0520,2.7196,0.0201,-98.00,True
A2,38.1579,3.3655,3.00,0.00,,,,,,,False
A2,38.1579,3.3655,3.00,1.00,0.3354,0.2092,0.0699,2.5904,0.0270,-97.31,True
A2,38.1579,3.3655,3.50,0.00,,,,,,,False
A2,38.1579,3.3655,3.50,1.00,0.3355,0.2038,0.0894,2.4613,0.0346,-96.56,True
A2,38.1579,3.3655,4.00,0.00,,,,,,,False
A2,38.1579,3.3655,4.00,1.00,0.3355,0.1990,0.1105,2.3321,0.0427,-95.75,True
A2,38.1579,3.3655,4.50,0.00,,,,,,,False
A2,38.1579,3.3655,4.50,1.00,0.3355,0.1947,0.1330,2.2029,0.0514,-94.89,True
A2,38.1579,3.3655,5.00,0.00,,,,,,,False
A2,38.1579,3.3655,5.00,1.00,0.3355,0.1907,0.1568,2.0737,0.0606,-93.97,True
A2,40.5263,3.5744,0.50,0.00,,,,,,,False
A2,40.5263,3.5744,0.50,1.00,0.3342,0.2656,0.0027,3.4452,0.0010,-99.90,True
A2,40.5263,3.5744,1.00,0.00,,,,,,,False
A2,40.5263,3.5744,1.00,1.00,0.3350,0.2456,0.0104,3.3160,0.0040,-99.60,True
A2,40.5263,3.5744,1.50,0.00,,,,,,,False
A2,40.5263,3.5744,1.50,1.00,0.3352,0.2335,0.0213,3.1869,0.0082,-99.18,True
A2,40.5263,3.5744,2.00,0.00,,,,,,,False
A2,40.5263,3.5744,2.00,1.00,0.3353,0.2245,0.0347,3.0577,0.0134,-98.67,True
A2,40.5263,3.5744,2.50,0.00,,,,,,,False
A2,40.5263,3.5744,2.50,1.00,0.3354,0.2173,0.0501,2.9285,0.0194,-98.07,True
A2,40.5263,3.5744,3.00,0.00,,,,,,,False
A2,40.5263,3.5744,3.00,1.00,0.3354,0.2112,0.0674,2.7993,0.0260,-97.41,True
A2,40.5263,3.5744,3.50,0.00,,,,,,,False
A2,40.5263,3.5744,3.50,1.00,0.3355,0.2059,0.0862,2.6702,0.0333,-96.68,True
A2,40.5263,3.5744,4.00,0.00,,,,,,,False
A2,40.5263,3.5744,4.00,1.00,0.3355,0.2012,0.1066,2.5410,0.0412,-95.90,True
A2,40.5263,3.5744,4.50,0.00,,,,,,,False
A2,40.5263,3.5744,4.50,1.00,0.3355,0.1969,0.1285,2.4118,0.0497,-95.06,True
A2,40.5263,3.5744,5.00,0.00,,,,,,,False
A2,40.5263,3.5744,5.00,1.00,0.3355,0.1930,0.1516,2.2826,0.0586,-94.17,True
A2,42.8947,3.7833,0.50,0.00,,,,,,,False
A2,42.8947,3.7833,0.50,1.00,0.3341,0.2672,0.0025,3.6541,0.0010,-99.90,True
A2,42.8947,3.7833,1.00,0.00,,,,,,,False
A2,42.8947,3.7833,1.00,1.00,0.3349,0.2473,0.0099,3.5249,0.0038,-99.62,True
A2,42.8947,3.7833,1.50,0.00,,,,,,,False
A2,42.8947,3.7833,1.50,1.00,0.3352,0.2352,0.0205,3.3957,0.0079,-99.21,True
A2,42.8947,3.7833,2.00,0.00,,,,,,,False
A2,42.8947,3.7833,2.00,1.00,0.3353,0.2263,0.0334,3.2666,0.0129,-98.72,True
A2,42.8947,3.7833,2.50,0.00,,,,,,,False
A2,42.8947,3.7833,2.50,1.00,0.3354,0.2192,0.0483,3.1374,0.0187,-98.14,True
A2,42.8947,3.7833,3.00,0.00,,,,,,,False
A2,42.8947,3.7833,3.00,1.00,0.3354,0.2131,0.0650,3.0082,0.0251,-97.50,True
A2,42.8947,3.7833,3.50,0.00,,,,,,,False
A2,42.8947,3.7833,3.50,1.00,0.3354,0.2079,0.0834,2.8790,0.0322,-96.79,True
A2,42.8947,3.7833,4.00,0.00,,,,,,,False
A2,42.8947,3.7833,4.00,1.00,0.3355,0.2032,0.1032,2.7499,0.0399,-96.03,True
A2,42.8947,3.7833,4.50,0.00,,,,,,,False
A2,42.8947,3.7833,4.50,1.00,0.3355,0.1990,0.1243,2.6207,0.0481,-95.22,True
A2,42.8947,3.7833,5.00,0.00,,,,,,,False
A2,42.8947,3.7833,5.00,1.00,0.3355,0.1951,0.1468,2.4915,0.0567,-94.36,True
A2,45.2632,3.9922,0.50,0.00,,,,,,,False
A2,45.2632,3.9922,0.50,1.00,0.3340,0.2688,0.0024,3.8630,0.0009,-99.91,True
A2,45.2632,3.9922,1.00,0.00,,,,,,,False
A2,45.2632,3.9922,1.00,1.00,0.3349,0.2489,0.0095,3.7338,0.0037,-99.63,True
A2,45.2632,3.9922,1.50,0.00,,,,,,,False
A2,45.2632,3.9922,1.50,1.00,0.3351,0.2368,0.0197,3.6046,0.0076,-99.24,True
A2,45.2632,3.9922,2.00,0.00,,,,,,,False
A2,45.2632,3.9922,2.00,1.00,0.3353,0.2280,0.0322,3.4755,0.0124,-98.76,True
A2,45.2632,3.9922,2.50,0.00,,,,,,,False
A2,45.2632,3.9922,2.50,1.00,0.3353,0.2209,0.0467,3.3463,0.0180,-98.20,True
A2,45.2632,3.9922,3.00,0.00,,,,,,,False
A2,45.2632,3.9922,3.00,1.00,0.3354,0.2149,0.0629,3.2171,0.0243,-97.58,True
A2,45.2632,3.9922,3.50,0.00,,,,,,,False
A2,45.2632,3.9922,3.50,1.00,0.3354,0.2097,0.0807,3.0879,0.0312,-96.90,True
A2,45.2632,3.9922,4.00,0.00,,,,,,,False
A2,45.2632,3.9922,4.00,1.00,0.3355,0.2051,0.0999,2.9588,0.0386,-96.16,True
A2,45.2632,3.9922,4.50,0.00,,,,,,,False
A2,45.2632,3.9922,4.50,1.00,0.3355,0.2010,0.1205,2.8296,0.0466,-95.37,True
A2,45.2632,3.9922,5.00,0.00,,,,,,,False
A2,45.2632,3.9922,5.00,1.00,0.3355,0.1971,0.1423,2.7004,0.0550,-94.53,True
A2,47.6316,4.2011,0.50,0.00,,,,,,,False
A2,47.6316,4.2011,0.50,1.00,0.3339,0.2702,0.0022,4.0719,0.0009,-99.91,True
A2,47.6316,4.2011,1.00,0.00,,,,,,,False
A2,47.6316,4.2011,1.00,1.00,0.3348,0.2503,0.0091,3.9427,0.0035,-99.65,True
A2,47.6316,4.2011,1.50,0.00,,,,,,,False
A2,47.6316,4.2011,1.50,1.00,0.3351,0.2384,0.0189,3.8135,0.0073,-99.27,True
A2,47.6316,4.2011,2.00,0.00,,,,,,,False
A2,47.6316,4.2011,2.00,1.00,0.3352,0.2296,0.0311,3.6844,0.0120,-98.80,True
A2,47.6316,4.2011,2.50,0.00,,,,,,,False
A2,47.6316,4.2011,2.50,1.00,0.3353,0.2225,0.0451,3.5552,0.0175,-98.26,True
A2,47.6316,4.2011,3.00,0.00,,,,,,,False
A2,47.6316,4.2011,3.00,1.00,0.3354,0.2166,0.0609,3.4260,0.0236,-97.66,True
A2,47.6316,4.2011,3.50,0.00,,,,,,,False
A2,47.6316,4.2011,3.50,1.00,0.3354,0.2115,0.0782,3.2968,0.0302,-96.99,True
A2,47.6316,4.2011,4.00,0.00,,,,,,,False
A2,47.6316,4.2011,4.00,1.00,0.3354,0.2069,0.0969,3.1677,0.0375,-96.27,True
A2,47.6316,4.2011,4.50,0.00,,,,,,,False
A2,47.6316,4.2011,4.50,1.00,0.3355,0.2028,0.1169,3.0385,0.0452,-95.50,True
A2,47.6316,4.2011,5.00,0.00,,,,,,,False
A2,47.6316,4.2011,5.00,1.00,0.3355,0.1990,0.1382,2.9093,0.0534,-94.69,True
A2,50.0000,4.4100,0.50,0.00,,,,,,,False
A2,50.0000,4.4100,0.50,1.00,0.3338,0.2716,0.0021,4.2808,0.0008,-99.92,True
A2,50.0000,4.4100,1.00,0.00,,,,,,,False
A2,50.0000,4.4100,1.00,1.00,0.3348,0.2518,0.0087,4.1516,0.0034,-99.66,True
A2,50.0000,4.4100,1.50,0.00,,,,,,,False
A2,50.0000,4.4100,1.50,1.00,0.3351,0.2398,0.0182,4.0224,0.0071,-99.30,True
A2,50.0000,4.4100,2.00,0.00,,,,,,,False
A2,50.0000,4.4100,2.00,1.00,0.3352,0.2311,0.0300,3.8932,0.0116,-98.84,True
A2,50.0000,4.4100,2.50,0.00,,,,,,,False
A2,50.0000,4.4100,2.50,1.00,0.3353,0.2241,0.0437,3.7641,0.0169,-98.32,True
A2,50.0000,4.4100,3.00,0.00,,,,,,,False
A2,50.0000,4.4100,3.00,1.00,0.3354,0.2182,0.0591,3.6349,0.0228,-97.73,True
A2,50.0000,4.4100,3.50,0.00,,,,,,,False
A2,50.0000,4.4100,3.50,1.00,0.3354,0.2131,0.0759,3.5057,0.0294,-97.08,True
A2,50.0000,4.4100,4.00,0.00,,,,,,,False
A2,50.0000,4.4100,4.00,1.00,0.3354,0.2086,0.0941,3.3765,0.0364,-96.38,True
A2,50.0000,4.4100,4.50,0.00,,,,,,,False
A2,50.0000,4.4100,4.50,1.00,0.3355,0.2045,0.1136,3.2474,0.0439,-95.63,True
A2,50.0000,4.4100,5.00,0.00,,,,,,,False
A2,50.0000,4.4100,5.00,1.00,0.3355,0.2007,0.1343,3.1182,0.0519,-94.83,True
A3,5.0000,0.4410,0.50,0.00,,,,,,,False
A3,5.0000,0.4410,0.50,1.00,,,,,,,False
A3,5.0000,0.4410,1.00,0.00,,,,,,,False
A3,5.0000,0.4410,1.00,1.00,0.0172,,,,,,False
A3,5.0000,0.4410,1.50,0.00,,,,,,,False
A3,5.0000,0.4410,1.50,1.00,0.2969,0.1455,0.0246,0.0138,0.0095,-99.05,True
A3,5.0000,0.4410,2.00,0.00,,,,,,,False
A3,5.0000,0.4410,2.00,1.00,0.3095,0.1031,0.0760,-0.1142,0.0294,-97.08,True
A3,5.0000,0.4410,2.50,0.00,,,,,,,False
A3,5.0000,0.4410,2.50,1.00,0.3158,,,,,,False
A3,5.0000,0.4410,3.00,0.00,,,,,,,False
A3,5.0000,0.4410,3.00,1.00,0.3196,,,,,,False
A3,5.0000,0.4410,3.50,0.00,,,,,,,False
A3,5.0000,0.4410,3.50,1.00,0.3222,,,,,,False
A3,5.0000,0.4410,4.00,0.00,,,,,,,False
A3,5.0000,0.4410,4.00,1.00,0.3241,,,,,,False
A3,5.0000,0.4410,4.50,0.00,,,,,,,False
A3,5.0000,0.4410,4.50,1.00,0.3255,,,,,,False
A3,5.0000,0.4410,5.00,0.00,,,,,,,False
A3,5.0000,0.4410,5.00,1.00,0.3266,,,,,,False
A3,7.3684,0.6499,0.50,0.00,,,,,,,False
A3,7.3684,0.6499,0.50,1.00,,,,,,,False
A3,7.3684,0.6499,1.00,0.00,,,,,,,False
A3,7.3684,0.6499,1.00,1.00,0.0115,,,,,,False
A3,7.3684,0.6499,1.50,0.00,,,,,,,False
A3,7.3684,0.6499,1.50,1.00,0.0175,,,,,,False
A3,7.3684,0.6499,2.00,0.00,,,,,,,False
A3,7.3684,0.6499,2.00,1.00,0.2902,0.1610,0.0207,0.0739,0.0080,-99.20,True
A3,7.3684,0.6499,2.50,0.00,,,,,,,False
A3,7.3684,0.6499,2.50,1.00,0.3032,0.1276,0.0622,-0.0536,0.0241,-97.61,True
A3,7.3684,0.6499,3.00,0.00,,,,,,,False
A3,7.3684,0.6499,3.00,1.00,0.3101,0.1002,0.1186,-0.1818,0.0458,-95.44,True
A3,7.3684,0.6499,3.50,0.00,,,,,,,False
A3,7.3684,0.6499,3.50,1.00,0.3146,,,,,,False
A3,7.3684,0.6499,4.00,0.00,,,,,,,False
A3,7.3684,0.6499,4.00,1.00,0.3177,,,,,,False
A3,7.3684,0.6499,4.50,0.00,,,,,,,False
A3,7.3684,0.6499,4.50,1.00,0.3200,,,,,,False
A3,7.3684,0.6499,5.00,0.00,,,,,,,False
A3,7.3684,0.6499,5.00,1.00,0.3217,,,,,,False
A3,9.7368,0.8588,0.50,0.00,,,,,,,False
A3,9.7368,0.8588,0.50,1.00,,,,,,,False
A3,9.7368,0.8588,1.00,0.00,,,,,,,False
A3,9.7368,0.8588,1.00,1.00,,,,,,,False
A3,9.7368,0.8588,1.50,0.00,,,,,,,False
A3,9.7368,0.8588,1.50,1.00,0.0131,,,,,,False
A3,9.7368,0.8588,2.00,0.00,,,,,,,False
A3,9.7368,0.8588,2.00,1.00,0.0177,,,,,,False
A3,9.7368,0.8588,2.50,0.00,,,,,,,False
A3,9.7368,0.8588,2.50,1.00,0.2856,0.1704,0.0185,0.1338,0.0072,-99.29,True
A3,9.7368,0.8588,3.00,0.00,,,,,,,False
A3,9.7368,0.8588,3.00,1.00,0.2984,0.1415,0.0545,0.0067,0.0211,-97.91,True
A3,9.7368,0.8588,3.50,0.00,,,,,,,False
A3,9.7368,0.8588,3.50,1.00,0.3056,0.1192,0.1024,-0.1211,0.0396,-96.06,True
A3,9.7368,0.8588,4.00,0.00,,,,,,,False
A3,9.7368,0.8588,4.00,1.00,0.3104,0.0987,0.1613,-0.2494,0.0623,-93.80,True
A3,9.7368,0.8588,4.50,0.00,,,,,,,False
A3,9.7368,0.8588,4.50,1.00,0.3138,,,,,,False
A3,9.7368,0.8588,5.00,0.00,,,,,,,False
A3,9.7368,0.8588,5.00,1.00,0.3164,,,,,,False
A3,12.1053,1.0677,0.50,0.00,,,,,,,False
A3,12.1053,1.0677,0.50,1.00,,,,,,,False
A3,12.1053,1.0677,1.00,0.00,,,,,,,False
A3,12.1053,1.0677,1.00,1.00,,,,,,,False
A3,12.1053,1.0677,1.50,0.00,,,,,,,False
A3,12.1053,1.0677,1.50,1.00,0.0105,,,,,,False
A3,12.1053,1.0677,2.00,0.00,,,,,,,False
A3,12.1053,1.0677,2.00,1.00,0.0141,,,,,,False
A3,12.1053,1.0677,2.50,0.00,,,,,,,False
A3,12.1053,1.0677,2.50,1.00,0.0178,,,,,,False
A3,12.1053,1.0677,3.00,0.00,,,,,,,False
A3,12.1053,1.0677,3.00,1.00,0.2822,0.1768,0.0171,0.1935,0.0066,-99.34,True
A3,12.1053,1.0677,3.50,0.00,,,,,,,False
A3,12.1053,1.0677,3.50,1.00,0.2946,0.1510,0.0493,0.0669,0.0191,-98.10,True
A3,12.1053,1.0677,4.00,0.00,,,,,,,False
A3,12.1053,1.0677,4.00,1.00,0.3019,0.1314,0.0919,-0.0606,0.0355,-96.46,True
A3,12.1053,1.0677,4.50,0.00,,,,,,,False
A3,12.1053,1.0677,4.50,1.00,0.3069,0.1143,0.1436,-0.1887,0.0555,-94.48,True
A3,12.1053,1.0677,5.00,0.00,,,,,,,False
A3,12.1053,1.0677,5.00,1.00,0.3106,0.0977,0.2040,-0.3170,0.0789,-92.15,True
A3,14.4737,1.2766,0.50,0.00,,,,,,,False
A3,14.4737,1.2766,0.50,1.00,,,,,,,False
A3,14.4737,1.2766,1.00,0.00,,,,,,,False
A3,14.4737,1.2766,1.00,1.00,,,,,,,False
A3,14.4737,1.2766,1.50,0.00,,,,,,,False
A3,14.4737,1.2766,1.50,1.00,,,,,,,False
A3,14.4737,1.2766,2.00,0.00,,,,,,,False
A3,14.4737,1.2766,2.00,1.00,0.0117,,,,,,False
A3,14.4737,1.2766,2.50,0.00,,,,,,,False
A3,14.4737,1.2766,2.50,1.00,0.0147,,,,,,False
A3,14.4737,1.2766,3.00,0.00,,,,,,,False
A3,14.4737,1.2766,3.00,1.00,0.0179,,,,,,False
A3,14.4737,1.2766,3.50,0.00,,,,,,,False
A3,14.4737,1.2766,3.50,1.00,0.2795,0.1816,0.0161,0.2533,0.0062,-99.38,True
A3,14.4737,1.2766,4.00,0.00,,,,,,,False
A3,14.4737,1.2766,4.00,1.00,0.2915,0.1581,0.0456,0.1270,0.0176,-98.25,True
A3,14.4737,1.2766,4.50,0.00,,,,,,,False
A3,14.4737,1.2766,4.50,1.00,0.2989,0.1402,0.0844,-0.0003,0.0326,-96.75,True
A3,14.4737,1.2766,5.00,0.00,,,,,,,False
A3,14.4737,1.2766,5.00,1.00,0.3040,0.1250,0.1312,-0.1281,0.0507,-94.95,True
A3,16.8421,1.4855,0.50,0.00,,,,,,,False
A3,16.8421,1.4855,0.50,1.00,,,,,,,False
A3,16.8421,1.4855,1.00,0.00,,,,,,,False
A3,16.8421,1.4855,1.00,1.00,,,,,,,False
A3,16.8421,1.4855,1.50,0.00,,,,,,,False
A3,16.8421,1.4855,1.50,1.00,,,,,,,False
A3,16.8421,1.4855,2.00,0.00,,,,,,,False
A3,16.8421,1.4855,2.00,1.00,0.0100,,,,,,False
A3,16.8421,1.4855,2.50,0.00,,,,,,,False
A3,16.8421,1.4855,2.50,1.00,0.0126,,,,,,False
A3,16.8421,1.4855,3.00,0.00,,,,,,,False
A3,16.8421,1.4855,3.00,1.00,0.0152,,,,,,False
A3,16.8421,1.4855,3.50,0.00,,,,,,,False
A3,16.8421,1.4855,3.50,1.00,0.2449,0.2289,0.0001,0.4364,0.0000,-100.00,True
A3,16.8421,1.4855,4.00,0.00,,,,,,,False
A3,16.8421,1.4855,4.00,1.00,0.2774,0.1852,0.0153,0.3129,0.0059,-99.41,True
A3,16.8421,1.4855,4.50,0.00,,,,,,,False
A3,16.8421,1.4855,4.50,1.00,0.2890,0.1636,0.0428,0.1869,0.0165,-98.36,True
A3,16.8421,1.4855,5.00,0.00,,,,,,,False
A3,16.8421,1.4855,5.00,1.00,0.2962,0.1470,0.0787,0.0599,0.0304,-96.97,True
A3,19.2105,1.6944,0.50,0.00,,,,,,,False
A3,19.2105,1.6944,0.50,1.00,,,,,,,False
A3,19.2105,1.6944,1.00,0.00,,,,,,,False
A3,19.2105,1.6944,1.00,1.00,,,,,,,False
