# Mode: w_phi
# Eigenvalue: -1.680428644990607
# Normalization: 1.0000000000000002
# Nodes: 0
# Normalizable: True
chi_GeV_inv,profile,profile_squared
4.2213600000e+00,5.8388226177e-03,3.4091849561e-05
4.2320200000e+00,5.7493158201e-03,3.3054632400e-05
4.2426800000e+00,5.6609068920e-03,3.2045866839e-05
4.2533400000e+00,5.5735789508e-03,3.1064782321e-05
4.2640000000e+00,5.4873153209e-03,3.0110629431e-05
4.2746600000e+00,5.4020995297e-03,2.9182679328e-05
4.2853200000e+00,5.3179153045e-03,2.8280223186e-05
4.2959800000e+00,5.2347465699e-03,2.7402571651e-05
4.3066400000e+00,5.1525774443e-03,2.6549054320e-05
4.3173000000e+00,5.0713922370e-03,2.5719019221e-05
4.3279600000e+00,4.9911754450e-03,2.4911832323e-05
4.3386200000e+00,4.9119117505e-03,2.4126877045e-05
4.3492800000e+00,4.8335860176e-03,2.3363553790e-05
4.3599400000e+00,4.7561832894e-03,2.2621279483e-05
4.3706000000e+00,4.6796887855e-03,2.1899487129e-05
4.3812600000e+00,4.6040878986e-03,2.1197625378e-05
4.3919200000e+00,4.5293661923e-03,2.0515158104e-05
4.4025800000e+00,4.4555093980e-03,1.9851563995e-05
4.4132400000e+00,4.3825034122e-03,1.9206336158e-05
4.4239000000e+00,4.3103342940e-03,1.8578981726e-05
4.4345600000e+00,4.2389882623e-03,1.7969021488e-05
4.4452200000e+00,4.1684516930e-03,1.7375989517e-05
4.4558800000e+00,4.0987111167e-03,1.6799432818e-05
4.4665400000e+00,4.0297532160e-03,1.6238910982e-05
4.4772000000e+00,3.9615648230e-03,1.5693995847e-05
4.4878600000e+00,3.8941329166e-03,1.5164271172e-05
4.4985200000e+00,3.8274446202e-03,1.4649332321e-05
4.5091800000e+00,3.7614871993e-03,1.4148785951e-05
4.5198400000e+00,3.6962480590e-03,1.3662249713e-05
4.5305000000e+00,3.6317147412e-03,1.3189351962e-05
4.5411600000e+00,3.5678749231e-03,1.2729731467e-05
4.5518200000e+00,3.5047164140e-03,1.2283037142e-05
4.5624800000e+00,3.4422271533e-03,1.1848927775e-05
4.5731400000e+00,3.3803952083e-03,1.1427071764e-05
4.5838000000e+00,3.3192087718e-03,1.1017146871e-05
4.5944600000e+00,3.2586561598e-03,1.0618839968e-05
4.6051200000e+00,3.1987258095e-03,1.0231846804e-05
4.6157800000e+00,3.1394062767e-03,9.8558717701e-06
4.6264400000e+00,3.0806862340e-03,9.4906276724e-06
4.6371000000e+00,3.0225544684e-03,9.1358355146e-06
4.6477600000e+00,2.9649998793e-03,8.7912242843e-06
4.6584200000e+00,2.9080114763e-03,8.4565307461e-06
4.6690800000e+00,2.8515783769e-03,8.1314992399e-06
4.6797400000e+00,2.7956898051e-03,7.8158814864e-06
4.6904000000e+00,2.7403350885e-03,7.5094363971e-06
4.7010600000e+00,2.6855036567e-03,7.2119298900e-06
4.7117200000e+00,2.6311850393e-03,6.9231347110e-06
4.7223800000e+00,2.5773688638e-03,6.6428302603e-06
4.7330400000e+00,2.5240448538e-03,6.3708024239e-06
4.7437000000e+00,2.4712028265e-03,6.1068434099e-06
4.7543600000e+00,2.4188326916e-03,5.8507515898e-06
4.7650200000e+00,2.3669244485e-03,5.6023313448e-06
4.7756800000e+00,2.3154681850e-03,5.3613929159e-06
4.7863400000e+00,2.2644540753e-03,5.1277522592e-06
4.7970000000e+00,2.2138723779e-03,4.9012309055e-06
4.8076600000e+00,2.1637134338e-03,4.6816558236e-06
4.8183200000e+00,2.1139676649e-03,4.4688592882e-06
4.8289800000e+00,2.0646255719e-03,4.2626787521e-06
4.8396400000e+00,2.0156777326e-03,4.0629567217e-06
4.8503000000e+00,1.9671148001e-03,3.8695406368e-06
4.8609600000e+00,1.9189275010e-03,3.6822827541e-06
4.8716200000e+00,1.8711066336e-03,3.5010400344e-06
4.8822800000e+00,1.8236430662e-03,3.3256740330e-06
4.8929400000e+00,1.7765277354e-03,3.1560507946e-06
4.9036000000e+00,1.7297516441e-03,2.9920407502e-06
4.9142600000e+00,1.6833058601e-03,2.8335186187e-06
4.9249200000e+00,1.6371815144e-03,2.6803633111e-06
4.9355800000e+00,1.5913697991e-03,2.5324578376e-06
4.9462400000e+00,1.5458619663e-03,2.3896892189e-06
4.9569000000e+00,1.5006493259e-03,2.2519483994e-06
4.9675600000e+00,1.4557232443e-03,2.1191301640e-06
4.9782200000e+00,1.4110751425e-03,1.9911330578e-06
4.9888800000e+00,1.3666964947e-03,1.8678593087e-06
4.9995400000e+00,1.3225788265e-03,1.7492147524e-06
5.0102000000e+00,1.2787137134e-03,1.6351087608e-06
5.0208600000e+00,1.2350927790e-03,1.5254541726e-06
5.0315200000e+00,1.1917076936e-03,1.4201672269e-06
5.0421800000e+00,1.1485501725e-03,1.3191674987e-06
5.0528400000e+00,1.1056119746e-03,1.2223778383e-06
5.0635000000e+00,1.0628849005e-03,1.1297243117e-06
5.0741600000e+00,1.0203607912e-03,1.0411361442e-06
5.0848200000e+00,9.7803152640e-04,9.5654566664e-07
5.0954800000e+00,9.3588902314e-04,8.7588826362e-07
5.1061400000e+00,8.9392523397e-04,7.9910232394e-07
5.1168000000e+00,8.5213214566e-04,7.2612919367e-07
5.1274600000e+00,8.1050177754e-04,6.5691313139e-07
5.1381200000e+00,7.6902618001e-04,5.9140126554e-07
5.1487800000e+00,7.2769743304e-04,5.2954355406e-07
5.1594400000e+00,6.8650764464e-04,4.7129274615e-07
5.1701000000e+00,6.4544894935e-04,4.1660434622e-07
5.1807600000e+00,6.0451350674e-04,3.6543657984e-07
5.1914200000e+00,5.6369349993e-04,3.1775036187e-07
5.2020800000e+00,5.2298113407e-04,2.7350926659e-07
5.2127400000e+00,4.8236863486e-04,2.3267949989e-07
5.2234000000e+00,4.4184824708e-04,1.9522987345e-07
5.2340600000e+00,4.0141223311e-04,1.6113178089e-07
5.2447200000e+00,3.6105287142e-04,1.3035917596e-07
5.2553800000e+00,3.2076245512e-04,1.0288855262e-07
5.2660400000e+00,2.8053329051e-04,7.8698927087e-08
5.2767000000e+00,2.4035769556e-04,5.7771821817e-08
5.2873600000e+00,2.0022799848e-04,4.0091251376e-08
5.2980200000e+00,1.6013653624e-04,2.5643710240e-08
5.3086800000e+00,1.2007565312e-04,1.4418162472e-08
5.3193400000e+00,8.0037699221e-05,6.4060332966e-09
5.3300000000e+00,4.0015029045e-05,1.6012025495e-09
